currency_code_id,customer_id,country_id,state_id,invoice_due_option_id,signature_id,company_bank_account_id,,company_gst,customer_gstin,,contact_email_id,,zip_code,hsn_sac_code,items_hsn_sac_code,,discount_value,gst_percentage,items_price,items_quantity,items_discount,items_gst_percentage,,company_id,invoice_id
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,0,10
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,0.1,10
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,-1,10
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,99999,10
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,""""""
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,null
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,"""a"""
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,0
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,0.1
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,-1
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,99999
1,1,1,1,1,1,1,,67DMSPS0123QAZ9,87DMSPS0123QAZ9,,nivedita.hbti@gmail.com,,400005,989894,123456,,50,12.5,10000,10,1000,18.5,,1,457
